SDR1,SDR2,subset_id
Zhen_SDR_19,Zhen_SDR_71,0.212355212
Zhen_SDR_19,Zhen_SDR_72,0.139534884
Zhen_SDR_19,Zhen_SDR_73,0.179054054
Zhen_SDR_19,Zhen_SDR_74,0.166077739
Zhen_SDR_19,Zhen_SDR_75,0.20212766
Zhen_SDR_19,Zhen_SDR_76,0.205426357
Zhen_SDR_19,Zhen_SDR_77,0.183006536
Zhen_SDR_19,Zhen_SDR_78,0.046632124
Zhen_SDR_19,Zhen_SDR_79,0.146417445
Zhen_SDR_19,Zhen_SDR_80,0.040254237
Zhen_SDR_19,Zhen_SDR_81,0.187265918
Zhen_SDR_19,Zhen_SDR_82,0.184027778
Zhen_SDR_19,Zhen_SDR_83,0.13253012
Zhen_SDR_19,Zhen_SDR_84,0.173652695
Zhen_SDR_19,Zhen_SDR_85,0.2
Zhen_SDR_19,Zhen_SDR_86,0.205128205
Zhen_SDR_19,Zhen_SDR_87,0.166666667
Zhen_SDR_19,Zhen_SDR_88,0.156050955
Zhen_SDR_19,Zhen_SDR_89,0.197916667
Zhen_SDR_19,Zhen_SDR_90,0.184397163
Zhen_SDR_19,Zhen_SDR_91,0.066666667
Zhen_SDR_19,Zhen_SDR_92,0.135416667
Zhen_SDR_19,Zhen_SDR_93,0.176119403
Zhen_SDR_21,Zhen_SDR_22,0.164383562
Zhen_SDR_21,Zhen_SDR_23,0.125806452
Zhen_SDR_21,Zhen_SDR_24,0.10952381
Zhen_SDR_21,Zhen_SDR_25,0.157099698
Zhen_SDR_21,Zhen_SDR_26,0.055555556
Zhen_SDR_21,Zhen_SDR_27,0.104347826
Zhen_SDR_21,Zhen_SDR_28,0.179930796
Zhen_SDR_21,Zhen_SDR_29,0.211111111
Zhen_SDR_21,Zhen_SDR_30,0.178451178
Zhen_SDR_21,Zhen_SDR_31,0.163398693
Zhen_SDR_21,Zhen_SDR_32,0.169642857
Zhen_SDR_21,Zhen_SDR_33,0.204379562
Zhen_SDR_21,Zhen_SDR_34,0.070967742
Zhen_SDR_21,Zhen_SDR_35,0.192170819
Zhen_SDR_21,Zhen_SDR_36,0.138263666
Zhen_SDR_21,Zhen_SDR_37,0.143283582
Zhen_SDR_21,Zhen_SDR_38,0.151702786
Zhen_SDR_21,Zhen_SDR_39,0.151419558
Zhen_SDR_21,Zhen_SDR_40,0.054054054
Zhen_SDR_21,Zhen_SDR_42,0.201465201
Zhen_SDR_21,Zhen_SDR_43,0.013574661
Zhen_SDR_21,Zhen_SDR_44,0.146341463
Zhen_SDR_21,Zhen_SDR_45,0.180602007
Zhen_SDR_21,Zhen_SDR_46,0.2
Zhen_SDR_21,Zhen_SDR_47,0.125698324
Zhen_SDR_21,Zhen_SDR_48,0.151603499
Zhen_SDR_21,Zhen_SDR_49,0.101796407
Zhen_SDR_21,Zhen_SDR_50,0.151702786
Zhen_SDR_21,Zhen_SDR_51,0.191780822
Zhen_SDR_21,Zhen_SDR_52,0.186046512
Zhen_SDR_21,Zhen_SDR_53,0.234432234
Zhen_SDR_21,Zhen_SDR_54,0.16969697
Zhen_SDR_21,Zhen_SDR_55,0.126760563
Zhen_SDR_21,Zhen_SDR_56,0.158783784
Zhen_SDR_21,Zhen_SDR_57,0.161392405
Zhen_SDR_21,Zhen_SDR_58,0.152588556
Zhen_SDR_21,Zhen_SDR_59,0.195035461
Zhen_SDR_21,Zhen_SDR_60,0.215613383
Zhen_SDR_21,Zhen_SDR_61,0.183150183
Zhen_SDR_21,Zhen_SDR_62,0.166666667
Zhen_SDR_21,Zhen_SDR_63,0.063013699
Zhen_SDR_21,Zhen_SDR_64,0.198529412
Zhen_SDR_21,Zhen_SDR_65,0.113953488
Zhen_SDR_21,Zhen_SDR_66,0.099706745
Zhen_SDR_21,Zhen_SDR_67,0.152380952
Zhen_SDR_21,Zhen_SDR_68,0.156462585
Zhen_SDR_21,Zhen_SDR_69,0.095930233
Zhen_SDR_21,Zhen_SDR_71,0.197231834
Zhen_SDR_21,Zhen_SDR_72,0.116564417
Zhen_SDR_21,Zhen_SDR_73,0.171617162
Zhen_SDR_21,Zhen_SDR_74,0.182142857
Zhen_SDR_21,Zhen_SDR_75,0.125766871
Zhen_SDR_21,Zhen_SDR_76,0.197080292
Zhen_SDR_21,Zhen_SDR_77,0.183606557
Zhen_SDR_21,Zhen_SDR_78,0.182142857
Zhen_SDR_21,Zhen_SDR_79,0.086513995
Zhen_SDR_21,Zhen_SDR_80,0.120300752
Zhen_SDR_21,Zhen_SDR_81,0.170818505
Zhen_SDR_21,Zhen_SDR_82,0.068181818
Zhen_SDR_21,Zhen_SDR_83,0.128851541
Zhen_SDR_21,Zhen_SDR_84,0.161931818
Zhen_SDR_21,Zhen_SDR_85,0.082666667
Zhen_SDR_21,Zhen_SDR_86,0.191637631
Zhen_SDR_21,Zhen_SDR_87,0.153846154
Zhen_SDR_21,Zhen_SDR_88,0.171617162
Zhen_SDR_21,Zhen_SDR_89,0.214788732
Zhen_SDR_21,Zhen_SDR_90,0.134796238
Zhen_SDR_21,Zhen_SDR_91,0.098461538
Zhen_SDR_21,Zhen_SDR_92,0.117073171
Zhen_SDR_21,Zhen_SDR_93,0.166172107
Zhen_SDR_20,Zhen_SDR_21,0.155172414
Zhen_SDR_20,Zhen_SDR_22,0.183453237
Zhen_SDR_20,Zhen_SDR_23,0.141955836
Zhen_SDR_20,Zhen_SDR_24,0.056603774
Zhen_SDR_20,Zhen_SDR_25,0.183279743
Zhen_SDR_20,Zhen_SDR_26,0.053364269
Zhen_SDR_20,Zhen_SDR_27,0.097142857
Zhen_SDR_20,Zhen_SDR_28,0.182481752
Zhen_SDR_20,Zhen_SDR_29,0.232472325
Zhen_SDR_20,Zhen_SDR_30,0.116147309
Zhen_SDR_20,Zhen_SDR_31,0.1875
Zhen_SDR_20,Zhen_SDR_32,0.216718266
Zhen_SDR_20,Zhen_SDR_33,0.212927757
Zhen_SDR_20,Zhen_SDR_34,0.03219697
Zhen_SDR_20,Zhen_SDR_35,0.137313433
Zhen_SDR_20,Zhen_SDR_36,0.143369176
Zhen_SDR_20,Zhen_SDR_37,0.180952381
Zhen_SDR_20,Zhen_SDR_38,0.077114428
Zhen_SDR_20,Zhen_SDR_39,0.169230769
Zhen_SDR_20,Zhen_SDR_40,0.161812298
Zhen_SDR_20,Zhen_SDR_42,0.164948454
Zhen_SDR_20,Zhen_SDR_43,0.176079734
Zhen_SDR_20,Zhen_SDR_44,0.147058824
Zhen_SDR_20,Zhen_SDR_45,0.24911032
Zhen_SDR_20,Zhen_SDR_46,0.178125
Zhen_SDR_20,Zhen_SDR_47,0.15060241
Zhen_SDR_20,Zhen_SDR_48,0.155619597
Zhen_SDR_20,Zhen_SDR_49,0.129518072
Zhen_SDR_20,Zhen_SDR_50,0.070528967
Zhen_SDR_20,Zhen_SDR_51,0.18466899
Zhen_SDR_20,Zhen_SDR_52,0.19330855
Zhen_SDR_20,Zhen_SDR_53,0.179738562
Zhen_SDR_20,Zhen_SDR_54,0.160655738
Zhen_SDR_20,Zhen_SDR_55,0.203773585
Zhen_SDR_20,Zhen_SDR_56,0.203448276
Zhen_SDR_20,Zhen_SDR_57,0.171779141
Zhen_SDR_20,Zhen_SDR_58,0.14516129
Zhen_SDR_20,Zhen_SDR_59,0.17562724
Zhen_SDR_20,Zhen_SDR_60,0.185964912
Zhen_SDR_20,Zhen_SDR_61,0.148734177
Zhen_SDR_20,Zhen_SDR_62,0.171875
Zhen_SDR_20,Zhen_SDR_63,0.191729323
Zhen_SDR_20,Zhen_SDR_64,0.153846154
Zhen_SDR_20,Zhen_SDR_65,0.155
Zhen_SDR_20,Zhen_SDR_66,0.114114114
Zhen_SDR_20,Zhen_SDR_67,0.162420382
Zhen_SDR_20,Zhen_SDR_68,0.197080292
Zhen_SDR_20,Zhen_SDR_69,0.171532847
Zhen_SDR_20,Zhen_SDR_71,0.181184669
Zhen_SDR_20,Zhen_SDR_72,0.015021459
Zhen_SDR_20,Zhen_SDR_73,0.203389831
Zhen_SDR_20,Zhen_SDR_74,0.207746479
Zhen_SDR_20,Zhen_SDR_75,0.131498471
Zhen_SDR_20,Zhen_SDR_76,0.174825175
Zhen_SDR_20,Zhen_SDR_77,0.033557047
Zhen_SDR_20,Zhen_SDR_78,0.178571429
Zhen_SDR_20,Zhen_SDR_79,0.18
Zhen_SDR_20,Zhen_SDR_80,0.069473684
Zhen_SDR_20,Zhen_SDR_81,0.198555957
Zhen_SDR_20,Zhen_SDR_82,0.210526316
Zhen_SDR_20,Zhen_SDR_83,0.20625
Zhen_SDR_20,Zhen_SDR_84,0.149560117
Zhen_SDR_20,Zhen_SDR_85,0.13003096
Zhen_SDR_20,Zhen_SDR_86,0.117816092
Zhen_SDR_20,Zhen_SDR_87,0.122093023
Zhen_SDR_20,Zhen_SDR_88,0.124645892
Zhen_SDR_20,Zhen_SDR_89,0.207017544
Zhen_SDR_20,Zhen_SDR_90,0.214532872
Zhen_SDR_20,Zhen_SDR_91,0.17114094
Zhen_SDR_20,Zhen_SDR_92,0.152815013
Zhen_SDR_20,Zhen_SDR_93,0.112903226
Zhen_SDR_22,Zhen_SDR_23,0.135483871
Zhen_SDR_22,Zhen_SDR_24,0.106024096
Zhen_SDR_22,Zhen_SDR_25,0.165079365
Zhen_SDR_22,Zhen_SDR_26,0.164133739
Zhen_SDR_22,Zhen_SDR_27,0.149847095
Zhen_SDR_22,Zhen_SDR_28,0.152542373
Zhen_SDR_22,Zhen_SDR_29,0.249042146
Zhen_SDR_22,Zhen_SDR_30,0.207920792
Zhen_SDR_22,Zhen_SDR_31,0.17325228
Zhen_SDR_22,Zhen_SDR_32,0.195783133
Zhen_SDR_22,Zhen_SDR_33,0.266409266
Zhen_SDR_22,Zhen_SDR_34,0.137755102
Zhen_SDR_22,Zhen_SDR_35,0.157575758
Zhen_SDR_22,Zhen_SDR_36,0.160839161
Zhen_SDR_22,Zhen_SDR_37,0.164133739
Zhen_SDR_22,Zhen_SDR_38,0.072351421
Zhen_SDR_22,Zhen_SDR_39,0.16969697
Zhen_SDR_22,Zhen_SDR_40,0.15625
Zhen_SDR_22,Zhen_SDR_42,0.166112957
Zhen_SDR_22,Zhen_SDR_43,0.133956386
Zhen_SDR_22,Zhen_SDR_44,0.155115512
Zhen_SDR_22,Zhen_SDR_45,0.154574132
Zhen_SDR_22,Zhen_SDR_46,0.151515152
Zhen_SDR_22,Zhen_SDR_47,0.160493827
Zhen_SDR_22,Zhen_SDR_48,0.158878505
Zhen_SDR_22,Zhen_SDR_49,0.098837209
Zhen_SDR_22,Zhen_SDR_50,0.026548673
Zhen_SDR_22,Zhen_SDR_51,0.230769231
Zhen_SDR_22,Zhen_SDR_52,0.238970588
Zhen_SDR_22,Zhen_SDR_53,0.160130719
Zhen_SDR_22,Zhen_SDR_54,0.183544304
Zhen_SDR_22,Zhen_SDR_55,0.139240506
Zhen_SDR_22,Zhen_SDR_56,0.1875
Zhen_SDR_22,Zhen_SDR_57,0.152173913
Zhen_SDR_22,Zhen_SDR_58,0.139664804
Zhen_SDR_22,Zhen_SDR_59,0.137583893
Zhen_SDR_22,Zhen_SDR_60,0.081395349
Zhen_SDR_22,Zhen_SDR_61,0.189393939
Zhen_SDR_22,Zhen_SDR_62,0.183050847
Zhen_SDR_22,Zhen_SDR_63,0.057788945
Zhen_SDR_22,Zhen_SDR_64,0.194630872
Zhen_SDR_22,Zhen_SDR_65,0.152671756
Zhen_SDR_22,Zhen_SDR_66,0.148148148
Zhen_SDR_22,Zhen_SDR_67,0.150943396
Zhen_SDR_22,Zhen_SDR_68,0.156996587
Zhen_SDR_22,Zhen_SDR_69,0.201438849
Zhen_SDR_22,Zhen_SDR_71,0.209558824
Zhen_SDR_22,Zhen_SDR_72,0.135048232
Zhen_SDR_22,Zhen_SDR_73,0.202090592
Zhen_SDR_22,Zhen_SDR_74,0.186619718
Zhen_SDR_22,Zhen_SDR_75,0.137820513
Zhen_SDR_22,Zhen_SDR_76,0.20610687
Zhen_SDR_22,Zhen_SDR_77,0.208333333
Zhen_SDR_22,Zhen_SDR_78,0.16
Zhen_SDR_22,Zhen_SDR_79,0.176291793
Zhen_SDR_22,Zhen_SDR_80,0.147632312
Zhen_SDR_22,Zhen_SDR_81,0.167247387
Zhen_SDR_22,Zhen_SDR_82,0.165625
Zhen_SDR_22,Zhen_SDR_83,0.136231884
Zhen_SDR_22,Zhen_SDR_84,0.132625995
Zhen_SDR_22,Zhen_SDR_85,0.184027778
Zhen_SDR_22,Zhen_SDR_86,0.129230769
Zhen_SDR_22,Zhen_SDR_87,0.171617162
Zhen_SDR_22,Zhen_SDR_88,0.170967742
Zhen_SDR_22,Zhen_SDR_89,0.212837838
Zhen_SDR_22,Zhen_SDR_90,0.180212014
Zhen_SDR_22,Zhen_SDR_91,0.142857143
Zhen_SDR_22,Zhen_SDR_92,0.164420485
Zhen_SDR_22,Zhen_SDR_93,0.185897436
Zhen_SDR_15,Zhen_SDR_16,0.1425
Zhen_SDR_15,Zhen_SDR_17,0.122507123
Zhen_SDR_15,Zhen_SDR_18,0.121387283
Zhen_SDR_15,Zhen_SDR_19,0.166666667
Zhen_SDR_15,Zhen_SDR_20,0.12804878
Zhen_SDR_15,Zhen_SDR_21,0.171232877
Zhen_SDR_15,Zhen_SDR_22,0.186379928
Zhen_SDR_15,Zhen_SDR_23,0.239543726
Zhen_SDR_15,Zhen_SDR_24,0.112440191
Zhen_SDR_15,Zhen_SDR_25,0.166153846
Zhen_SDR_15,Zhen_SDR_26,0.162790698
Zhen_SDR_15,Zhen_SDR_27,0.146103896
Zhen_SDR_15,Zhen_SDR_28,0.119601329
Zhen_SDR_15,Zhen_SDR_29,0.192439863
Zhen_SDR_15,Zhen_SDR_30,0.186206897
Zhen_SDR_15,Zhen_SDR_31,0.172413793
Zhen_SDR_15,Zhen_SDR_32,0.161111111
Zhen_SDR_15,Zhen_SDR_33,0.177935943
Zhen_SDR_15,Zhen_SDR_34,0.116049383
Zhen_SDR_15,Zhen_SDR_35,0.139465875
Zhen_SDR_15,Zhen_SDR_36,0.185667752
Zhen_SDR_15,Zhen_SDR_37,0.12012012
Zhen_SDR_15,Zhen_SDR_38,0.153605016
Zhen_SDR_15,Zhen_SDR_39,0.127478754
Zhen_SDR_15,Zhen_SDR_40,0.126623377
Zhen_SDR_15,Zhen_SDR_42,0.13442623
Zhen_SDR_15,Zhen_SDR_43,0.1375
Zhen_SDR_15,Zhen_SDR_44,0.164794007
Zhen_SDR_15,Zhen_SDR_45,0.161585366
Zhen_SDR_15,Zhen_SDR_46,0.102941176
Zhen_SDR_15,Zhen_SDR_47,0.146627566
Zhen_SDR_15,Zhen_SDR_48,0.123966942
Zhen_SDR_15,Zhen_SDR_49,0.101744186
Zhen_SDR_15,Zhen_SDR_50,0.169934641
Zhen_SDR_15,Zhen_SDR_51,0.213286713
Zhen_SDR_15,Zhen_SDR_52,0.171929825
Zhen_SDR_15,Zhen_SDR_53,0.154098361
Zhen_SDR_15,Zhen_SDR_54,0.161290323
Zhen_SDR_15,Zhen_SDR_55,0.152777778
Zhen_SDR_15,Zhen_SDR_56,0.133550489
Zhen_SDR_15,Zhen_SDR_57,0.21799308
Zhen_SDR_15,Zhen_SDR_58,0.10880829
Zhen_SDR_15,Zhen_SDR_59,0.123778502
Zhen_SDR_15,Zhen_SDR_60,0.112852665
Zhen_SDR_15,Zhen_SDR_61,0.148648649
Zhen_SDR_15,Zhen_SDR_62,0.206779661
Zhen_SDR_15,Zhen_SDR_63,0.13015873
Zhen_SDR_15,Zhen_SDR_64,0.1125
Zhen_SDR_15,Zhen_SDR_65,0.096280088
Zhen_SDR_15,Zhen_SDR_66,0.01146789
Zhen_SDR_15,Zhen_SDR_67,0.157434402
Zhen_SDR_15,Zhen_SDR_68,0.16
Zhen_SDR_15,Zhen_SDR_69,0.155932203
Zhen_SDR_15,Zhen_SDR_71,0.267175573
Zhen_SDR_15,Zhen_SDR_72,0.180555556
Zhen_SDR_15,Zhen_SDR_73,0.159021407
Zhen_SDR_15,Zhen_SDR_74,0.149837134
Zhen_SDR_15,Zhen_SDR_75,0.190647482
Zhen_SDR_15,Zhen_SDR_76,0.19133574
Zhen_SDR_15,Zhen_SDR_77,0.13897281
Zhen_SDR_15,Zhen_SDR_78,0.147335423
Zhen_SDR_15,Zhen_SDR_79,0.147335423
Zhen_SDR_15,Zhen_SDR_80,0.036960986
Zhen_SDR_15,Zhen_SDR_81,0.180851064
Zhen_SDR_15,Zhen_SDR_82,0.132686084
Zhen_SDR_15,Zhen_SDR_83,0.132947977
Zhen_SDR_15,Zhen_SDR_84,0.165644172
Zhen_SDR_15,Zhen_SDR_85,0.171521036
Zhen_SDR_15,Zhen_SDR_86,0.239543726
Zhen_SDR_15,Zhen_SDR_87,0.115151515
Zhen_SDR_15,Zhen_SDR_88,0.123529412
Zhen_SDR_15,Zhen_SDR_89,0.156739812
Zhen_SDR_15,Zhen_SDR_90,0.137614679
Zhen_SDR_15,Zhen_SDR_91,0.031784841
Zhen_SDR_15,Zhen_SDR_92,0.097087379
Zhen_SDR_15,Zhen_SDR_93,0.133333333
Zhen_SDR_12,Zhen_SDR_13,0.172932331
Zhen_SDR_12,Zhen_SDR_14,0.159609121
Zhen_SDR_12,Zhen_SDR_15,0.162251656
Zhen_SDR_12,Zhen_SDR_16,0.157480315
Zhen_SDR_12,Zhen_SDR_17,0.144200627
Zhen_SDR_12,Zhen_SDR_18,0.165680473
Zhen_SDR_12,Zhen_SDR_19,0.185873606
Zhen_SDR_12,Zhen_SDR_20,0.193979933
Zhen_SDR_12,Zhen_SDR_21,0.161048689
Zhen_SDR_12,Zhen_SDR_22,0.159722222
Zhen_SDR_12,Zhen_SDR_23,0.172043011
Zhen_SDR_12,Zhen_SDR_24,0.177142857
Zhen_SDR_12,Zhen_SDR_25,0.18429003
Zhen_SDR_12,Zhen_SDR_26,0.070559611
Zhen_SDR_12,Zhen_SDR_27,0.137820513
Zhen_SDR_12,Zhen_SDR_28,0.159010601
Zhen_SDR_12,Zhen_SDR_29,0.187022901
Zhen_SDR_12,Zhen_SDR_30,0.11550152
Zhen_SDR_12,Zhen_SDR_31,0.133540373
Zhen_SDR_12,Zhen_SDR_32,0.114130435
Zhen_SDR_12,Zhen_SDR_33,0.163636364
Zhen_SDR_12,Zhen_SDR_34,0.084598698
Zhen_SDR_12,Zhen_SDR_35,0.189830508
Zhen_SDR_12,Zhen_SDR_36,0.140410959
Zhen_SDR_12,Zhen_SDR_37,0.171052632
Zhen_SDR_12,Zhen_SDR_38,0.127329193
Zhen_SDR_12,Zhen_SDR_39,0.183870968
Zhen_SDR_12,Zhen_SDR_40,0.131944444
Zhen_SDR_12,Zhen_SDR_42,0.199288256
Zhen_SDR_12,Zhen_SDR_43,0.2
Zhen_SDR_12,Zhen_SDR_44,0.217557252
Zhen_SDR_12,Zhen_SDR_45,0.165584416
Zhen_SDR_12,Zhen_SDR_46,0.104234528
Zhen_SDR_12,Zhen_SDR_47,0.157894737
Zhen_SDR_12,Zhen_SDR_48,0.116477273
Zhen_SDR_12,Zhen_SDR_49,0.101538462
Zhen_SDR_12,Zhen_SDR_50,0.163333333
Zhen_SDR_12,Zhen_SDR_51,0.157342657
Zhen_SDR_12,Zhen_SDR_52,0.183098592
Zhen_SDR_12,Zhen_SDR_53,0.161403509
Zhen_SDR_12,Zhen_SDR_54,0.086842105
Zhen_SDR_12,Zhen_SDR_55,0.128919861
Zhen_SDR_12,Zhen_SDR_56,0.165048544
Zhen_SDR_12,Zhen_SDR_57,0.211678832
Zhen_SDR_12,Zhen_SDR_58,0.152542373
Zhen_SDR_12,Zhen_SDR_59,0.138983051
Zhen_SDR_12,Zhen_SDR_60,0.173758865
Zhen_SDR_12,Zhen_SDR_61,0.145390071
Zhen_SDR_12,Zhen_SDR_62,0.195035461
Zhen_SDR_12,Zhen_SDR_63,0.134482759
Zhen_SDR_12,Zhen_SDR_64,0.131034483
Zhen_SDR_12,Zhen_SDR_65,0.138461538
Zhen_SDR_12,Zhen_SDR_66,0.162361624
Zhen_SDR_12,Zhen_SDR_67,0.142857143
Zhen_SDR_12,Zhen_SDR_68,0.197986577
Zhen_SDR_12,Zhen_SDR_69,0.141263941
Zhen_SDR_12,Zhen_SDR_71,0.18490566
Zhen_SDR_12,Zhen_SDR_72,0.141509434
Zhen_SDR_12,Zhen_SDR_73,0.166101695
Zhen_SDR_12,Zhen_SDR_74,0.190647482
Zhen_SDR_12,Zhen_SDR_75,0.197132616
Zhen_SDR_12,Zhen_SDR_76,0.191011236
Zhen_SDR_12,Zhen_SDR_77,0.170278638
Zhen_SDR_12,Zhen_SDR_78,0.151612903
Zhen_SDR_12,Zhen_SDR_79,0.13125
Zhen_SDR_12,Zhen_SDR_80,0.152173913
Zhen_SDR_12,Zhen_SDR_81,0.16730038
Zhen_SDR_12,Zhen_SDR_82,0.174496644
Zhen_SDR_12,Zhen_SDR_83,0.131964809
Zhen_SDR_12,Zhen_SDR_84,0.153153153
Zhen_SDR_12,Zhen_SDR_85,0.086111111
Zhen_SDR_12,Zhen_SDR_86,0.216117216
Zhen_SDR_12,Zhen_SDR_87,0.1125
Zhen_SDR_12,Zhen_SDR_88,0.14057508
